"Код","Наименование полное","Ед.изм"
"000005837","Переход 800х200 на 400х300","шт"
"60363","Переход 800х200 на 400х350","шт"
"000010670","Переход 800х200 на 400х400","шт"
"60429","Переход 800х200 на 450х450","шт"
"70984","Переход 800х200 на 500х150","шт"
"41391","Переход 800х200 на 500х200","шт"
"56541","Переход 800х200 на 500х250","шт"
"000013468","Переход 800х200 на 500х300","шт"
"65573","Переход 800х200 на 500х400","шт"
"000012634","Переход 800х200 на 600х100","шт"
"НФ-00008529","Переход 800х200 на 600х150","шт"
"000010952","Переход 800х200 на 600х200","шт"
"000014714","Переход 800х200 на 600х250","шт"
"46676","Переход 800х200 на 600х300","шт"
"42441","Переход 800х200 на 600х350","шт"
"75517","Переход 800х200 на 600х400","шт"
"НФ-00044767","Переход 800х200 на 600х500","шт"
"НФ-00052174","Переход 800х200 на 650х150","шт"
"НФ-00050551","Переход 800х200 на 650х350","шт"
"НФ-00051597","Переход 800х200 на 650х400","шт"
"НФ-00005017","Переход 800х200 на 650х600","шт"
"НФ-00005338","Переход 800х200 на 650х610","шт"
"НФ-00005336","Переход 800х200 на 660х610","шт"
"50337","Переход 800х200 на 700х150","шт"
"42589","Переход 800х200 на 700х200","шт"
"52475","Переход 800х200 на 700х300","шт"
"000010671","Переход 800х200 на 700х400","шт"
"61198","Переход 800х200 на 750х200","шт"
"НФ-00012181","Переход 800х200 на 800х100","шт"
"69545","Переход 800х200 на 800х150","шт"
"59715","Переход 800х200 на ф100","шт"
"000012633","Переход 800х200 на ф125","шт"
"НФ-00049054","Переход 800х200 на ф140","шт"
"НФ-00049569","Переход 800х200 на ф160","шт"
"НФ-00000625","Переход 800х200 на ф200","шт"
"46782","Переход 800х200 на ф250","шт"
"000011521","Переход 800х200 на ф400","шт"
"НФ-00005827","Переход 800х200 на ф450","шт"
"73250","Переход 800х200 на ф500","шт"
"67156","Переход 810х200 на 750х15","шт"
"НФ-00007361","Переход 800х220 на ф315","шт"
"НФ-00045180","Переход 800х230 на 700х400","шт"
"48893","Переход 800х250 на 250х200","шт"
"67132","Переход 800х250 на 300х150","шт"
"62524","Переход 800х250 на 300х200","шт"
"51838","Переход 800х250 на 300х250","шт"
"НФ-00008418","Переход 800х250 на 350х250","шт"
"69793","Переход 800х250 на 400х150","шт"
"73346","Переход 800х250 на 400х200","шт"
"000005349","Переход 800х250 на 400х250","шт"
"78253","Переход 800х250 на 400х500","шт"
"НФ-00008255","Переход 800х250 на 400х600","шт"
"73347","Переход 800х250 на 500х150","шт"
"55541","Переход 800х250 на 500х200","шт"
"000005348","Переход 800х250 на 500х250","шт"
"65680","Переход 800х250 на 500х300","шт"
"54116","Переход 800х250 на 500х400","шт"
"76088","Переход 800х250 на 500х500","шт"
"НФ-00052048","Переход 800х250 на 550х200","шт"
"000005609","Переход 800х250 на 550х450","шт"
"73351","Переход 800х250 на 600х150","шт"
"59610","Переход 800х250 на 600х200","шт"
"000005347","Переход 800х250 на 600х250","шт"
"77518","Переход 800х250 на 600х300","шт"
"56195","Переход 800х250 на 600х350","шт"
"70356","Переход 800х250 на 600х400","шт"
"41255","Переход 800х250 на 600х500","шт"
"НФ-00000612","Переход 800х250 на 600х600","шт"
"72257","Переход 800х250 на 650х250","шт"
"64065","Переход 800х250 на 650х400","шт"
"НФ-00051504","Переход 800х250 на 690х209","шт"
"НФ-00013014","Переход 800х250 на 700х200","шт"
"000013624","Переход 800х250 на 700х250","шт"
"45642","Переход 800х250 на 700х400","шт"
"61056","Переход 800х250 на 750х250","шт"
"000014715","Переход 800х250 на 800х200","шт"
"000005351","Переход 800х250 на ф200","шт"
"000005350","Переход 800х250 на ф250","шт"
"41864","Переход 800х250 на ф315","шт"
"78396","Переход 800х250 на ф400","шт"
"57344","Переход 800х250 на ф450","шт"
"54233","Переход 800х250 на ф500","шт"
"НФ-00004600","Переход 800х250 на ф560","шт"
"НФ-00011518","Переход 800х250 на ф610","шт"
"61799","Переход 800х250 на ф630","шт"
"66591","Переход 800х250 на ф700","шт"
"НФ-00011520","Переход 800х250 на ф710","шт"
"НФ-00011519","Переход 800х250 на ф800","шт"
"НФ-00052610","Переход 800х260 на 800х200","шт"
"НФ-00012233","Переход 800х300 на 200х250","шт"
"46751","Переход 800х300 на 250х300","шт"
"59162","Переход 800х300 на 300х150","шт"
"42636","Переход 800х300 на 300х200","шт"
"46757","Переход 800х300 на 300х250","шт"
"59351","Переход 800х300 на 300х300","шт"
"54958","Переход 800х300 на 300х400","шт"
"000001019","Переход 800х300 на 300х800","шт"
"НФ-00049081","Переход 800х300 на 350х200","шт"
"НФ-00000361","Переход 800х300 на 350х300","шт"
"НФ-00003353","Переход 800х300 на 400х150","шт"
"000009736","Переход 800х300 на 400х200","шт"
"57569","Переход 800х300 на 400х250","шт"
"000005291","Переход 800х300 на 400х300","шт"
"74962","Переход 800х300 на 400х400","шт"
"66913","Переход 800х300 на 400х500","шт"
"73175","Переход 800х300 на 400х600","шт"
"74031","Переход 800х300 на 450х450","шт"
"НФ-00008966","Переход 800х300 на 450х500","шт"
"000014716","Переход 800х300 на 500х200","шт"
"43435","Переход 800х300 на 500х250","шт"
"000000181","Переход 800х300 на 500х300","шт"
"54485","Переход 800х300 на 500х400","шт"
"НФ-00011190","Переход 800х300 на 500х450","шт"
"50453","Переход 800х300 на 500х500","шт"
"000011288","Переход 800х300 на 500х600","шт"
"54529","Переход 800х300 на 550х300","шт"
"59242","Переход 800х300 на 550х550","шт"
"70985","Переход 800х300 на 600х100","шт"
"000010666","Переход 800х300 на 600х150","шт"
"000005292","Переход 800х300 на 600х200","шт"
"000014933","Переход 800х300 на 600х250","шт"
"000007902","Переход 800х300 на 600х300","шт"
"000012437","Переход 800х300 на 600х350","шт"
"000012567","Переход 800х300 на 600х400","шт"
"57555","Переход 800х300 на 600х450","шт"
"НФ-00052095","Переход 800х300 на 600х500","шт"
"НФ-00006514","Переход 800х300 на 600х550","шт"
"63377","Переход 800х300 на 600х600","шт"
"НФ-00000916","Переход 800х300 на 620х510","шт"
"НФ-00047373","Переход 800х300 на 630х400","шт"
"НФ-00047711","Переход 800х300 на 630х400","шт"
"54245","Переход 800х300 на 650х300","шт"
"НФ-00043266","Переход 800х300 на 650х600","шт"
"56361","Переход 800х300 на 700х150","шт"
"000012109","Переход 800х300 на 700х200","шт"
"53610","Переход 800х300 на 700х250","шт"
"000005242","Переход 800х300 на 700х300","шт"
"НФ-00001703","Переход 800х300 на 700х350","шт"
"000014786","Переход 800х300 на 700х400","шт"
"66338","Переход 800х300 на 700х500","шт"
"НФ-00003435","Переход 800х300 на 700х700","шт"
"НФ-00046410","Переход  800х300 на 706х140","шт"
"НФ-00000053","Переход  800х300 на 740х513","шт"
"42735","Переход 800х300 на 750х300","шт"
"70986","Переход 800х300 на 800х150","шт"
"000014717","Переход 800х300 на 800х200","шт"
"44206","Переход 800х300 на 800х250","шт"
"77519","Переход 800х300 на 800х300","шт"
"60805","Переход 800х300 на 800х350","шт"
"69970","Переход 800х300 на ф160","шт"
"49333","Переход 800х300 на ф200","шт"
"46779","Переход 800х300 на ф250","шт"
"45038","Переход 800х300 на ф315","шт"
"67340","Переход 800х300 на ф355","шт"
"43726","Переход 800х300 на ф400","шт"
"НФ-00001706","Переход 800х300 на ф445","шт"
"000017101","Переход 800х300 на ф450","шт"
"000001018","Переход 800х300 на ф500","шт"
"НФ-00009313","Переход 800х300 на ф510","шт"
"63091","Переход 800х300 на ф560","шт"
"49197","Переход 800х300 на ф630","шт"
"69084","Переход 800х300 на ф710","шт"
"НФ-00045212","Переход 800х300 на ф800","шт"
"65970","Переход 800х350 на 250х250","шт"
"НФ-00048095","Переход 800х350 на 300х200","шт"
"58357","Переход 800х350 на 350х200","шт"
"НФ-00000586","Переход 800х350 на 350х500","шт"
"58356","Переход 800х350 на 400х200","шт"
"68158","Переход 800х350 на 400х300","шт"
"77008","Переход 800х350 на 400х400","шт"
"НФ-00044882","Переход 800х350 на 400х700","шт"
"НФ-00045691","Переход 800х350 на 450х200","шт"
"НФ-00009379","Переход 800х350 на 500х250","шт"
"45163","Переход 800х350 на 500х300","шт"
"НФ-00000473","Переход 800х350 на 500х350","шт"
"НФ-00000588","Переход 800х350 на 500х550","шт"
"61748","Переход 800х350 на 500х600","шт"
"НФ-00011974","Переход 800х350 на 560х560","шт"
"60469","Переход 800х350 на 600х200","шт"
"000017389","Переход 800х350 на 600х250","шт"
"45162","Переход 800х350 на 600х300","шт"
"000008469","Переход 800х350 на 600х350","шт"
"59231","Переход 800х350 на 600х400","шт"
"59185","Переход 800х350 на 600х500","шт"
"67431","Переход 800х350 на 600х600","шт"
"62805","Переход 800х350 на 700х250","шт"
"000016531","Переход 800х350 на 700х300","шт"
"55455","Переход 800х350 на 700х350","шт"
"65321","Переход 800х350 на 700х400","шт"
"58228","Переход 800х350 на 700х500","шт"
"НФ-00005439","Переход 800х350 на 700х700","шт"
"НФ-00011973","Переход 800х350 на 710х710","шт"
"НФ-00050552","Переход 800х350 на 750х350","шт"
"75404","Переход 800х350 на 750х400","шт"
"53823","Переход 800х350 на 800х200","шт"
"000012152","Переход 800х350 на 800х300","шт"
"45164","Переход 800х350 на ф160","шт"
"НФ-00004341","Переход 800х350 на ф200","шт"
"59826","Переход 800х350 на ф250","шт"
"64364","Переход 800х350 на ф315","шт"
"НФ-00012477","Переход 800х350 на ф450","шт"
"70503","Переход 800х350 на ф500","шт"
"75557","Переход 800х350 на ф560","шт"
